,SEG,BU,Business Unit,Sub BU,Sub Business Unit,Platform ID,Platform,Product Category ID,Product Category,Product Line ID,Product Line,Product Set ID,Product Set,Product Subset ID,Product Subset ,Material ID,Material Description,Material ID Description,BU + Material, FY 25 Actual Revenue , FY 25 Actual Units , COMMENTS ,CAT 12
53327,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022400,INFLUX,PH220070033450,Influx,PH220070041058,Influx,PH220070051203,INFLUX Instrument,644655,BD Influx System,644655-BD Influx System,BDB-644655,"$8,791 ", -   ,Matched by Material ID,pyxis
53328,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022300,FACSymphony Analyzers,PH220070033200,FACSymphony A5 Sorp Instrument,PH220070041053,FACSymphony A5 Sorp Instrument,PH220070051198,FACSymphony A5 Sorp Instrument,660937R5,FACSymphony A5 RDY 7UV9V5B5YG3R CPU HTS,660937R5-FACSymphony A5 RDY 7UV9V5B5YG3R CPU HTS,BDB-660937R5,"$8,726 ", -   ,Classified by ML model,pyxis
53338,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051181,FACSAria II Instrument,643178,Aria II Flow Cytometer 2 Laser With ACDU,643178-Aria II Flow Cytometer 2 Laser With ACDU,BDB-643178,"$8,292 ", -   ,Matched by Material ID,pyxis
53339,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240112121006,Venous,PH240113731040,Venclose Captial,PH240113741094,Venclose Capital,PH240113751094,Venclose Capital,VCRFG1EU,VCRFGENERATOR,VCRFG1EU-VCRFGENERATOR,PI-VCRFG1EU,"$8,252 ", -   ,Matched by Material ID,pyxis
53350,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022250,FACSVerse,PH220070033050,FACSVerse Instrument,PH220070041049,FACSVerse Instrument,PH220070051193,FACSVerse Instrument,651153,BD FACSVerse 1L 4c System with Acc Kit,651153-BD FACSVerse 1L 4c System with Acc Kit,BDB-651153,"$7,227 ", -   ,Matched by Material ID,pyxis
53353,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051182,FACSAria III Instrument,648282C8,ARIA III 6B/3R/3V/2UV ACDU,648282C8-ARIA III 6B/3R/3V/2UV ACDU,BDB-648282C8,"$7,166 ", -   ,Matched by Material ID,pyxis
53357,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436650,Other Informatics,PH211100441296,DMS (Japan),PH211100451534,DMS (Japan),440247,BD DATA MANAGEMENT SYSTEM,440247-BD DATA MANAGEMENT SYSTEM,DS-440247,"$6,998 ", -   ,Classified by ML model,pyxis
53358,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032550,FACSAria Fusion Instrument,PH220070041039,FACSAria Fusion Instrument,PH220070051178,FACSAria Fusion Instrument,656700B3,Fusion 6B/3R/3V ACDU,656700B3-Fusion 6B/3R/3V ACDU,BDB-656700B3,"$6,902 ", -   ,Matched by Material ID,pyxis
53359,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051182,FACSAria III Instrument,648282C4,ARIA III ACDU 6B/3R/3V/2NUV,648282C4-ARIA III ACDU 6B/3R/3V/2NUV,BDB-648282C4,"$6,878 ", -   ,Classified by ML model,pyxis
53362,BDM,MDS,Medication Delivery Solutions (MDS),ISD,Infusion Preparation & Delivery,2301200,IPD OEM,PH230120021002,IVA OEM,PH230100031038,IVA OEM Others,PH230100041091,Temp Management,PH230100051091,Temp Management,PM_8100,PM MODEL 8100,PM_8100-PM MODEL 8100,MDS-PM_8100,"$6,825 ", -   ,Matched by Material ID,pyxis
53365,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070021950,Accuri,PH220070032350,Accuri Instrument,PH220070041035,Accuri Instrument,PH220070051166,Accuri C5 & C6 Instrument,653118,ACCURI C6 System,653118-ACCURI C6 System,BDB-653118,"$6,572 ", -   ,Matched by Material ID,pyxis
53366,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051183,FACSAria SORP Instrument,65003310,FACSAria SO 4B1002R40 CPU STDTBL,65003310-FACSAria SO 4B1002R40 CPU STDTBL,BDB-65003310,"$6,490 ", -   ,Classified by ML model,pyxis
53369,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051215,LSRFortessa SORP Instrument,647797L5,LSRFortessa SO B50R40UV20YG50 CPU MON,647797L5-LSRFortessa SO B50R40UV20YG50 CPU MON,BDB-647797L5,"$6,337 ", -   ,Matched by Material ID,pyxis
53372,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2118000,Cancer,PH211800021000,Cytology,PH211800031900,PrepStain Instr - Plcmt,PH211800041010,PrepStain Placement,PH211800051018,PrepStain Placement,*RPS,RENT PREPSTAIN,*RPS-RENT PREPSTAIN,DS-*RPS,"$6,232 ", -   ,Matched by Material ID,pyxis
53388,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023750,Other Instrument Revenue (Clinical),PH220020037400,Other Instrument Revenue (Clinical),PH220020041169,Other Instrument Revenue (Clinical),PH220020051406,Reag Rent Inst Alloc (Clinical),*999064499,RRP FACSCANTO 10 COLOR,*999064499-RRP FACSCANTO 10 COLOR,BDB-*999064499,"$5,604 ", -   ,Classified by ML model,pyxis
53391,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051180,FACSAria I Instrument,333999,BD FACSAria Flow Cytometer 3 Laser Base,333999-BD FACSAria Flow Cytometer 3 Laser Base,BDB-333999,"$5,462 ", -   ,Matched by Material ID,pyxis
53395,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051182,FACSAria III Instrument,64828223,ARIA III 3B/2R/2V/4YG ACDU BASIC,64828223-ARIA III 3B/2R/2V/4YG ACDU BASIC,BDB-64828223,"$5,300 ", -   ,Matched by Material ID,pyxis
53398,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051181,FACSAria II Instrument,643186,Aria II Cytometer 4 Laser Configuration,643186-Aria II Cytometer 4 Laser Configuration,BDB-643186,"$5,100 ", -   ,Matched by Material ID,pyxis
53404,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032550,FACSAria Fusion Instrument,PH220070041039,FACSAria Fusion Instrument,PH220070051178,FACSAria Fusion Instrument,656700G6,Fusion 6B/3R ACDU w/Hood,656700G6-Fusion 6B/3R ACDU w/Hood,BDB-656700G6,"$4,729 ", -   ,Matched by Material ID,pyxis
53405,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032550,FACSAria Fusion Instrument,PH220070041039,FACSAria Fusion Instrument,PH220070051178,FACSAria Fusion Instrument,65670031,Fusion 3B/2R/3V/3NUV/4YG ACDU,65670031-Fusion 3B/2R/3V/3NUV/4YG ACDU,BDB-65670031,"$4,677 ", -   ,Matched by Material ID,pyxis
53406,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051183,FACSAria SORP Instrument,650035P6,FACSAria SO 5B2R2V2UV100 ACDU CPU LC,650035P6-FACSAria SO 5B2R2V2UV100 ACDU CPU LC,BDB-650035P6,"$4,636 ", -   ,Classified by ML model,pyxis
53408,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032550,FACSAria Fusion Instrument,PH220070041039,FACSAria Fusion Instrument,PH220070051179,FACSAria Fusion SORP Instrument,658282C3,Aria Fusion SO 5B50 2R100 2UV15 CPU Mon,658282C3-Aria Fusion SO 5B50 2R100 2UV15 CPU Mon,BDB-658282C3,"$4,515 ", -   ,Classified by ML model,pyxis
53413,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051183,FACSAria SORP Instrument,65011036,Aria SO 5B1002R402V502UV60 ACDU CPU LC,65011036-Aria SO 5B1002R402V502UV60 ACDU CPU LC,BDB-65011036,"$4,325 ", -   ,Classified by ML model,pyxis
53423,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022400,INFLUX,PH220070033450,Influx,PH220070041058,Influx,PH220070051203,INFLUX Instrument,646500O2,INFLUX 3B2UV6V4YG3R HK AE COM BSC,646500O2-INFLUX 3B2UV6V4YG3R HK AE COM BSC,BDB-646500O2,"$4,101 ", -   ,Classified by ML model,pyxis
53424,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051215,LSRFortessa SORP Instrument,647177D3,LSRFortessa SO 4B1002R402V100 CPU M19X2,647177D3-LSRFortessa SO 4B1002R402V100 CPU M19X2,BDB-647177D3,"$4,090 ", -   ,Matched by Material ID,pyxis
53439,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022300,FACSymphony Analyzers,PH220070033150,FACSymphony A3 Sorp Instrument,PH220070041052,FACSymphony A3 Sorp Instrument,PH220070051197,FACSymphony A3 Sorp Instrument,660937N3,SymphA3 5B103R148V105YG157UV60 HPPMT MON,660937N3-SymphA3 5B103R148V105YG157UV60 HPPMT MON,BDB-660937N3,"$3,709 ", -   ,Classified by ML model,pyxis
53440,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051183,FACSAria SORP Instrument,650033,FACSAria Special Order BR System,650033-FACSAria Special Order BR System,BDB-650033,"$3,657 ", -   ,Matched by Material ID,pyxis
53450,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,*MWMM,Sigma MMTM 1.5ml Liquid,*MWMM-Sigma MMTM 1.5ml Liquid,DS-*MWMM,"$3,502 ", -   ,Classified by ML model,pyxis
53451,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070032950,FACSMelody Instrument,PH220070041047,FACSMelody Instrument,PH220070051191,FACSMelody Instrument,653881,BD FACSMelody Blue 4-Color Plate 4way,653881-BD FACSMelody Blue 4-Color Plate 4way,BDB-653881,"$3,495 ", -   ,Matched by Material ID,pyxis
53455,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070032950,FACSMelody Instrument,PH220070041047,FACSMelody Instrument,PH220070051191,FACSMelody Instrument,662736,BD FACSMelody BRYG 8-Color,662736-BD FACSMelody BRYG 8-Color,BDB-662736,"$3,362 ", -   ,Matched by Material ID,pyxis
53458,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070032950,FACSMelody Instrument,PH220070041047,FACSMelody Instrument,PH220070051191,FACSMelody Instrument,661759,BD FACSMelody BR Plate,661759-BD FACSMelody BR Plate,BDB-661759,"$3,296 ", -   ,Matched by Material ID,pyxis
53459,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051182,FACSAria III Instrument,64828231,ARIA III 3B/2R/2V/2NUV/4YG ACDU BASIC,64828231-ARIA III 3B/2R/2V/2NUV/4YG ACDU BASIC,BDB-64828231,"$3,260 ", -   ,Matched by Material ID,pyxis
53463,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,*01SM0520,Windows OS upgrade,*01SM0520-Windows OS upgrade,DS-*01SM0520,"$3,199 ", -   ,Classified by ML model,pyxis
53468,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051181,FACSAria II Instrument,643182,Aria II Cytometer 3 Laser W/Vio/ACDU/PMT,643182-Aria II Cytometer 3 Laser W/Vio/ACDU/PMT,BDB-643182,"$3,101 ", -   ,Matched by Material ID,pyxis
53473,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051213,LSR II SORP Instrument,33300456,LSR II 3 Laser Blue/Red/Violet,33300456-LSR II 3 Laser Blue/Red/Violet,BDB-33300456,"$3,028 ", -   ,Matched by Material ID,pyxis
53475,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051182,FACSAria III Instrument,64828210,ARIA III 6B/2R/2V ACDU BASIC,64828210-ARIA III 6B/2R/2V ACDU BASIC,BDB-64828210,"$3,017 ", -   ,Matched by Material ID,pyxis
53482,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051212,LSR II Instrument,6.41E+10,LSRII SO 4B202R402V503UV20 CPU 2X19M STB,640735E5-LSRII SO 4B202R402V503UV20 CPU 2X19M STB,BDB-640735E5,"$2,911 ", -   ,Classified by ML model,pyxis
53483,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022300,FACSymphony Analyzers,PH220070033200,FACSymphony A5 Sorp Instrument,PH220070041053,FACSymphony A5 Sorp Instrument,PH220070051198,FACSymphony A5 Sorp Instrument,660964I0,Symphy A5 B10R10YG1V106UV60 HTS 10EX Opt,660964I0-Symphy A5 B10R10YG1V106UV60 HTS 10EX Opt,BDB-660964I0,"$2,872 ", -   ,Classified by ML model,pyxis
53488,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022300,FACSymphony Analyzers,PH220070033200,FACSymphony A5 Sorp Instrument,PH220070041053,FACSymphony A5 Sorp Instrument,PH220070051198,FACSymphony A5 Sorp Instrument,660964D5,Symph A5 2 9B156R1412V209YG1512UV60 HTS,660964D5-Symph A5 2 9B156R1412V209YG1512UV60 HTS,BDB-660964D5,"$2,779 ", -   ,Classified by ML model,pyxis
53500,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051180,FACSAria I Instrument,334079,FACSAria Flow Cytometer 3 Laser W/ACDU,334079-FACSAria Flow Cytometer 3 Laser W/ACDU,BDB-334079,"$2,520 ", -   ,Matched by Material ID,pyxis
53506,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051212,LSR II Instrument,33300463,LSR II 2 Laser 6 Blue/3 Red,33300463-LSR II 2 Laser 6 Blue/3 Red,BDB-33300463,"$2,425 ", -   ,Matched by Material ID,pyxis
53514,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051214,LSRFortessa Instrument,649225B4,LSRFORTESSA 5B/3R/3V 3 LASER,649225B4-LSRFORTESSA 5B/3R/3V 3 LASER,BDB-649225B4,"$2,359 ", -   ,Matched by Material ID,pyxis
53523,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051212,LSR II Instrument,648068,LSR II Preconfig 3 Laser 6BL/3Red/2 Vio,648068-LSR II Preconfig 3 Laser 6BL/3Red/2 Vio,BDB-648068,"$2,264 ", -   ,Matched by Material ID,pyxis
53524,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,*MST-CRYO/M,CRYOBANK,*MST-CRYO/M-CRYOBANK,DS-*MST-CRYO/M,"$2,254 ", -   ,Matched by Material ID,pyxis
53525,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051182,FACSAria III Instrument,64828211,ARIA III 6B/2R/2NUV ACDU BASIC,64828211-ARIA III 6B/2R/2NUV ACDU BASIC,BDB-64828211,"$2,248 ", -   ,Matched by Material ID,pyxis
53526,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022300,FACSymphony Analyzers,PH220070033200,FACSymphony A5 Sorp Instrument,PH220070041053,FACSymphony A5 Sorp Instrument,PH220070051198,FACSymphony A5 Sorp Instrument,660964C2,Symphony A5 SO VPX 2B3R6V4YG3UV LC A5RDY,660964C2-Symphony A5 SO VPX 2B3R6V4YG3UV LC A5RDY,BDB-660964C2,"$2,216 ", -   ,Classified by ML model,pyxis
53533,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070032950,FACSMelody Instrument,PH220070041047,FACSMelody Instrument,PH220070051191,FACSMelody Instrument,661588,BD FACSMelody BR,661588-BD FACSMelody BR,BDB-661588,"$2,147 ", -   ,Matched by Material ID,pyxis
53536,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,*97802,ONE STEP ROTA-ADENOVIRUS COMBO - 20 card,*97802-ONE STEP ROTA-ADENOVIRUS COMBO - 20 card,DS-*97802,"$2,070 ", -   ,Classified by ML model,pyxis
53539,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033950,LSR/Fortessa X-20,PH220070041069,LSR/Fortessa X-20,PH220070051218,LSRFortessa X20 Instrument,65742712,Fort X-20 2B603R406V1005YG1002UV15 HPPMT,65742712-Fort X-20 2B603R406V1005YG1002UV15 HPPMT,BDB-65742712,"$2,008 ", -   ,Classified by ML model,pyxis
53540,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051212,LSR II Instrument,64073546,LSR II SO 2B3R3V5YG2UV60 CPU FSCIII FOPT,64073546-LSR II SO 2B3R3V5YG2UV60 CPU FSCIII FOPT,BDB-64073546,"$1,998 ", -   ,Matched by Material ID,pyxis
53543,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022400,INFLUX,PH220070033450,Influx,PH220070041058,Influx,PH220070051203,INFLUX Instrument,646500H3,INFLUX 5B3R2UV HK,646500H3-INFLUX 5B3R2UV HK,BDB-646500H3,"$1,948 ", -   ,Classified by ML model,pyxis
53544,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032550,FACSAria Fusion Instrument,PH220070041039,FACSAria Fusion Instrument,PH220070051178,FACSAria Fusion Instrument,656700H2,Fusion 3B/3R/3V/5YG/3NUV ACDU w/Hood,656700H2-Fusion 3B/3R/3V/5YG/3NUV ACDU w/Hood,BDB-656700H2,"$1,948 ", -   ,Matched by Material ID,pyxis
53549,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2118000,Cancer,PH211800021000,Cytology,PH211800031900,PrepStain Instr - Plcmt,PH211800041046,SlidePrep Instrument Placement,PH211800051078,SlidePrep Instrument Placement,440158,PREPSTAIN LEASING,440158-PREPSTAIN LEASING,DS-440158,"$1,856 ", -   ,Matched by Material ID,pyxis
53550,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022600,Other Instrument Revenue (Research),PH220070034050,Other Instrument Revenue (Research),PH220070041072,Other Instrument Revenue (Research),PH220070051226,Refurbished Analyzers & Sorters (Research),343039,FACScan Refurbished System,343039-FACScan Refurbished System,BDB-343039,"$1,848 ", -   ,Matched by Material ID,pyxis
53553,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051182,FACSAria III Instrument,64828235,ARIA III 3B/2R/2V/2NUV/4YG/2BV ACDU BSC,64828235-ARIA III 3B/2R/2V/2NUV/4YG/2BV ACDU BSC,BDB-64828235,"$1,785 ", -   ,Matched by Material ID,pyxis
53554,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022100,FACSCelesta,PH220070032750,FACSCelesta Instrument,PH220070041043,FACSCelesta Instrument,PH220070051187,FACSCelesta Instrument,660346,BD FACSCelesta BVUV,660346-BD FACSCelesta BVUV,BDB-660346,"$1,782 ", -   ,Matched by Material ID,pyxis
53560,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023850,Sample Prep Assistant,PH220020037500,SPA,PH220020041178,SPA,PH220020051434,SPA II Instrument,337170,BD FACS Sample Prep Assistant II,337170-BD FACS Sample Prep Assistant II,BDB-337170,"$1,741 ", -   ,Matched by Material ID,pyxis
53561,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051182,FACSAria III Instrument,64828224,ARIA III 3B/2R/2NUV/4YG ACDU BASIC,64828224-ARIA III 3B/2R/2NUV/4YG ACDU BASIC,BDB-64828224,"$1,726 ", -   ,Classified by ML model,pyxis
53569,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023200,FACSCanto,PH220020035950,FACSCanto Options,PH220020041126,FACSCanto Options,PH220020051329,FACSCanto Other Options and Upgrades,33896008,FACScantoii Fl Cytometer Ivd 4/2 Sys Def,33896008-FACScantoii Fl Cytometer Ivd 4/2 Sys Def,BDB-33896008,"$1,650 ", -   ,Matched by Material ID,pyxis
53573,BDM,MMS,Medication Management Solutions (MMS),MMS,Infusion Systems,2306003,Alaris Plus,PH230600321002,POC Systems,PH230600331049,Alaris Plus TIVA Pump,PH230600341127,TIVA,PH230600351230,TIVA,*80043UN01,ALARIS TIVA UNIVERSAL+RS232,*80043UN01-ALARIS TIVA UNIVERSAL+RS232,MMS-*80043UN01,"$1,616 ", -   ,Matched by Material ID,pyxis
53579,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051182,FACSAria III Instrument,648282B2,ARIA III ACDU 6B/3R/2nUV,648282B2-ARIA III ACDU 6B/3R/2nUV,BDB-648282B2,"$1,551 ", -   ,Matched by Material ID,pyxis
53581,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051183,FACSAria SORP Instrument,650110S2,FACSAria SO 4B2R2UV2BV ACDU CPU LC BDAP,650110S2-FACSAria SO 4B2R2UV2BV ACDU CPU LC BDAP,BDB-650110S2,"$1,514 ", -   ,Classified by ML model,pyxis
53585,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070032950,FACSMelody Instrument,PH220070041047,FACSMelody Instrument,PH220070051191,FACSMelody Instrument,662734,BD FACSMelody BYG 4-Color,662734-BD FACSMelody BYG 4-Color,BDB-662734,"$1,449 ", -   ,Matched by Material ID,pyxis
53587,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022600,Other Instrument Revenue (Research),PH220070034050,Other Instrument Revenue (Research),PH220070041072,Other Instrument Revenue (Research),PH220070051226,Refurbished Analyzers & Sorters (Research),345875,BD FACSARIA-REFURBISHED 334079,345875-BD FACSARIA-REFURBISHED 334079,BDB-345875,"$1,412 ", -   ,Classified by ML model,pyxis
53594,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,*501883,mycology,*501883-mycology,DS-*501883,"$1,354 ", -   ,Classified by ML model,pyxis
53601,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032650,FACSAria Options,PH220070041041,FACSAria Options,PH220070051185,FACSAria Other Options and Upgrades,PL_997_128,FACSAria Fusion Inst Adjustment,PL_997_128-FACSAria Fusion Inst Adjustment,BDB-PL_997_128,"$1,279 ", -   ,Classified by ML model,pyxis
53608,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051212,LSR II Instrument,33300464,LSR II 3 Laser 6 Blue/3 Red/2 Violet,33300464-LSR II 3 Laser 6 Blue/3 Red/2 Violet,BDB-33300464,"$1,231 ", -   ,Classified by ML model,pyxis
53612,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051215,LSRFortessa SORP Instrument,658226J4,LSRFortessa SO X-20 2B3R6V5YG2UV FOPT AP,658226J4-LSRFortessa SO X-20 2B3R6V5YG2UV FOPT AP,BDB-658226J4,"$1,203 ", -   ,Classified by ML model,pyxis
53615,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070032950,FACSMelody Instrument,PH220070041047,FACSMelody Instrument,PH220070051191,FACSMelody Instrument,661590,BD FACSMelody BRV 6 Color,661590-BD FACSMelody BRV 6 Color,BDB-661590,"$1,195 ", -   ,Matched by Material ID,pyxis
53617,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421550,ID/AST,PH211100436250,Phoenix AP Instr - Sale,PH211100441283,Phoenix AP Sales,PH211100451510,Phoenix AP Sales,CKSN01-S100-PU,PUMP ASSEMBLY,CKSN01-S100-PU-PUMP ASSEMBLY,DS-CKSN01-S100-PU,"$1,185 ", -   ,Classified by ML model,pyxis
